true label,No_dropout,0_mean,0_std,0.2_mean,0.2_std,0.4_mean,0.4_std,0.6_mean,0.6_std
1,0.99996865,0.9999607,2.30E-05,0.99991435,5.27E-05,0.9991412,0.000429298,0.9946981,0.002556312
1,0.903426,0.84308743,0.040614087,0.8865277,0.03310066,0.7646829,0.04533031,0.6412813,0.052890435
1,0.95118946,0.94680744,0.018286876,0.902429,0.034639098,0.756723,0.0489111,0.6817736,0.050458193
0,0.009729462,0.007749082,0.004482013,0.008337742,0.004825421,0.008572188,0.003653072,0.01603406,0.006209961
1,0.90464354,0.8582191,0.036854297,0.8498783,0.04888793,0.775274,0.04687612,0.71024454,0.047566116
0,0.3566688,0.24695966,0.06790767,0.35182405,0.0891817,0.38858908,0.07074777,0.3601103,0.06297463
1,0.99908775,0.999086,0.000440924,0.9949771,0.002652749,0.95189565,0.013963888,0.80382967,0.04048782
0,0.095222875,0.11020378,0.040835608,0.106526226,0.0485935,0.26786622,0.06083391,0.2723048,0.066421084
0,0.018410247,0.017414678,0.006255535,0.02453582,0.01171996,0.04279375,0.012916423,0.045122463,0.013750859
0,0.00623738,0.010989565,0.005577916,0.041783854,0.021131674,0.089492224,0.02832128,0.16325133,0.047052246
1,0.92407155,0.9080839,0.031243883,0.9268705,0.028860046,0.91663533,0.02544853,0.9066096,0.025308473
1,0.99969554,0.99930906,0.000315304,0.9994037,0.000334962,0.9949601,0.002130737,0.95515704,0.014612571
1,0.9990243,0.99890614,0.00056851,0.99953115,0.000287784,0.99632263,0.001890558,0.9907117,0.004740994
1,0.9997658,0.99977756,0.000125809,0.99967957,0.00020796,0.9987796,0.000607487,0.99497795,0.002471996
0,0.015807439,0.018180043,0.007970319,0.021615623,0.011617868,0.037800953,0.011537042,0.056944396,0.01709836
0,0.000839651,0.001095861,0.000594907,0.00075149,0.000475875,0.003382398,0.001353341,0.002689011,0.00117234
0,0.00204885,0.001928167,0.001098876,0.004584303,0.00245816,0.019733576,0.006632446,0.03110698,0.009510404
0,0.015108109,0.017980855,0.007859065,0.02690999,0.013777904,0.04468062,0.014065104,0.13700783,0.03397121
1,0.12486399,0.10011496,0.03572595,0.20437941,0.069402,0.3425793,0.064116746,0.4666185,0.06857147
0,0.077901974,0.06417184,0.03288144,0.027728891,0.014442388,0.043765374,0.015574042,0.03300546,0.012825874
1,0.6722555,0.682679,0.08357874,0.6006264,0.10275154,0.362671,0.07089187,0.23721856,0.05184494
0,0.000110686,9.31E-05,6.54E-05,5.05E-05,3.78E-05,0.000222847,0.000124679,0.000433549,0.000239028
1,0.8730283,0.8279517,0.039214138,0.767668,0.047631696,0.67692995,0.045408566,0.62258655,0.040034477
0,0.115896456,0.10878225,0.037738275,0.066252224,0.026388254,0.12839067,0.0340876,0.09382865,0.024087405
1,0.7101287,0.61112994,0.081319794,0.6590107,0.08611652,0.59385824,0.065216415,0.48538375,0.061766323
1,0.9894716,0.98716646,0.00553875,0.98560077,0.00615712,0.9681679,0.01242818,0.92764527,0.023628255
0,0.007791901,0.005960268,0.002682625,0.007300161,0.003562678,0.022157993,0.006409175,0.035368327,0.009976311
1,0.994647,0.99144226,0.003087369,0.95943797,0.016243711,0.8855011,0.025735905,0.63418007,0.048960127
1,0.05950425,0.07672346,0.025073677,0.09203524,0.035491616,0.23440956,0.043890405,0.32798365,0.054185644
0,0.002750337,0.003483625,0.001358205,0.010697813,0.00552447,0.036124382,0.010857658,0.08742621,0.020649033
0,0.73360044,0.68526465,0.10194715,0.8565762,0.061393578,0.7640006,0.061818346,0.7027649,0.063013636
1,0.92452717,0.911361,0.030564263,0.8649698,0.044090196,0.8429192,0.039225772,0.67213166,0.051900536
0,0.02917714,0.038317457,0.014726407,0.048353985,0.020695144,0.18947294,0.042175822,0.2369022,0.040871274
1,0.99753135,0.9960884,0.001756462,0.99742156,0.001429627,0.9940014,0.002415578,0.95997804,0.017542476
1,0.833133,0.76748747,0.059255593,0.88958585,0.039619826,0.67668283,0.06372941,0.65331006,0.066954
0,0.8749113,0.8307342,0.04810892,0.84222597,0.052910224,0.76145893,0.048752777,0.69593483,0.04447228
1,0.19906902,0.21289688,0.06660498,0.39220768,0.10378401,0.3553151,0.0692853,0.51332873,0.06012852
0,0.26773012,0.2170667,0.07641677,0.1540976,0.06505918,0.19790418,0.061234448,0.1599706,0.054608677
0,0.007827991,0.009611843,0.003669333,0.007298918,0.003635114,0.027382158,0.009490702,0.026538476,0.008662637
1,0.9911394,0.9872635,0.004815394,0.97265196,0.010625135,0.92172486,0.019540148,0.7427002,0.04388911
1,0.96209705,0.95914996,0.015330662,0.9442186,0.02267515,0.92264783,0.025878448,0.9128572,0.025444599
0,0.7631989,0.81548244,0.059661463,0.644338,0.10500392,0.6802547,0.06583805,0.7233532,0.046587843
1,0.67802066,0.6883314,0.071921624,0.42157072,0.079305135,0.50302833,0.06399442,0.58810633,0.062614664
1,0.5884508,0.5235093,0.078255236,0.4996106,0.09065843,0.5867485,0.062342346,0.5403933,0.051487833
0,0.001172483,0.000939663,0.000585867,0.001325052,0.000794046,0.003893077,0.001669876,0.00519156,0.002204666
0,0.000172377,0.000138384,7.13E-05,0.00031581,0.000177829,0.001152032,0.000583596,0.002703155,0.001388823
1,0.99990785,0.9998691,6.72E-05,0.9998579,7.99E-05,0.99907583,0.000427379,0.998268,0.000751833
1,0.5521088,0.6371039,0.09059184,0.4613982,0.108000636,0.41729745,0.080311194,0.39496413,0.0729434
0,1.48E-05,1.04E-05,7.35E-06,2.15E-05,1.62E-05,0.000409291,0.000235706,0.001835653,0.00097141
1,0.9986395,0.9976231,0.001030033,0.99490356,0.002426968,0.9709838,0.009479123,0.91705596,0.022521645
0,0.7098657,0.6572994,0.08482047,0.5316323,0.10125748,0.58768064,0.065514915,0.43035585,0.05690885
1,0.99777204,0.9974238,0.001204536,0.9982786,0.000823606,0.992214,0.002825999,0.9811039,0.006451909
1,0.049462333,0.05100453,0.017195746,0.03821136,0.016407643,0.09454973,0.024885453,0.10524886,0.02600866
0,0.102447614,0.06132543,0.025344623,0.04954946,0.020314096,0.18258278,0.047965392,0.10791303,0.032098774
1,0.9568814,0.94647926,0.016803492,0.7591322,0.06803349,0.6914078,0.062313814,0.48388645,0.062229827
0,0.04432581,0.04918413,0.013559872,0.056514155,0.017489884,0.1599768,0.029272871,0.21599464,0.035195343
0,0.26009294,0.28985456,0.0724362,0.25178885,0.076532416,0.17471167,0.044407632,0.2271347,0.0427032
1,0.7667544,0.77142227,0.057035,0.908573,0.0383935,0.8555144,0.03800227,0.8975826,0.030395918
0,0.026452545,0.0285752,0.010435051,0.09004542,0.028876621,0.16596094,0.034816552,0.1741798,0.037333217
0,0.000290364,0.000133475,8.50E-05,0.000338193,0.000233531,0.004155718,0.001851228,0.004947036,0.001916426
0,0.013480679,0.009546528,0.004167731,0.010267102,0.00442946,0.03861947,0.01132828,0.10766087,0.02746734
1,0.87549186,0.87291354,0.039846733,0.74744433,0.07007483,0.65328026,0.06563985,0.48088607,0.06931103
1,0.23748337,0.24183497,0.074187554,0.3163839,0.086726286,0.18147436,0.045038953,0.27256924,0.05404589
1,0.9998299,0.9995624,0.000220063,0.9996092,0.000219636,0.9963356,0.001514041,0.972096,0.010699501
1,0.93487895,0.9207902,0.028824395,0.9369325,0.02928567,0.8585392,0.03626782,0.705981,0.058829393
1,0.870819,0.85036343,0.0651647,0.7474335,0.09392127,0.5965428,0.10892895,0.6162827,0.09638138
1,0.99999005,0.99998933,8.39E-06,0.99997896,1.63E-05,0.9997409,0.000142217,0.99880826,0.000605027
0,0.021111526,0.020257816,0.008386328,0.096261136,0.042045765,0.09822745,0.028687507,0.06801994,0.021330573
0,0.21681997,0.24835536,0.06334884,0.16455363,0.065703265,0.24024664,0.05515775,0.23660594,0.04887573
1,0.78221047,0.8143662,0.05894876,0.93318653,0.027937321,0.87648326,0.033695567,0.8303065,0.042845543
0,0.04382904,0.043236863,0.017206982,0.041591503,0.016748758,0.06861872,0.020678533,0.078756355,0.020150477
0,4.02E-06,4.58E-06,3.26E-06,1.73E-05,2.10E-05,0.000520378,0.000251858,0.003318322,0.001444631
1,0.99942,0.99931216,0.000402155,0.9996092,0.000285335,0.998815,0.000598352,0.99727833,0.00168454
0,0.19177273,0.2132193,0.062667124,0.25080454,0.07081556,0.23572749,0.048083726,0.340881,0.05413344
1,0.9567455,0.95654124,0.016604148,0.9739586,0.011716285,0.908248,0.027149055,0.89112335,0.031239988
0,0.47663844,0.4062652,0.07631912,0.48704138,0.0837845,0.4312935,0.06636092,0.48804083,0.056725267
1,0.95962435,0.9424649,0.022685288,0.917309,0.032214068,0.6648238,0.065536834,0.5678993,0.07371081
1,0.54710835,0.53676015,0.10055085,0.558906,0.10451409,0.42217728,0.073452756,0.449336,0.06330876
1,0.95761037,0.9411803,0.020729361,0.92197275,0.030080577,0.8372519,0.034392513,0.7970626,0.0416966
1,0.63321966,0.58038896,0.080762714,0.5139837,0.08675026,0.48588887,0.06903715,0.421145,0.06315165
0,0.3448028,0.26057747,0.096302174,0.22607368,0.10509412,0.19750923,0.06397587,0.08626043,0.028790653
0,0.03759982,0.026857834,0.013466376,0.029518554,0.016503502,0.047556803,0.017428163,0.061818186,0.022482576
1,0.6032101,0.6282333,0.09201487,0.7220077,0.090576544,0.68961775,0.079704456,0.62179655,0.08237354
1,0.024278196,0.029217314,0.013296474,0.14284053,0.05341648,0.14737263,0.044068594,0.18340199,0.047818962
1,0.98254466,0.98410887,0.006868812,0.9956733,0.002588322,0.982759,0.006841613,0.9731323,0.011091991
0,7.56E-05,5.41E-05,3.19E-05,6.65E-05,4.67E-05,0.000494538,0.00030179,0.00057008,0.000340325
0,0.002529601,0.003097421,0.00159626,0.00289205,0.001588785,0.011702427,0.005080589,0.008427858,0.003012545
1,0.99981946,0.9997883,0.000110316,0.99980944,0.00013559,0.9989787,0.00049385,0.9988041,0.000657766
0,0.031129863,0.03869198,0.013622077,0.039953914,0.0155514,0.062802464,0.015195514,0.07949068,0.020784423
1,0.9970223,0.99494517,0.002235966,0.998891,0.00069043,0.99410796,0.002927742,0.99049896,0.004256482
0,4.18E-05,3.69E-05,2.31E-05,0.000117789,7.35E-05,0.000423554,0.000210877,0.002051164,0.001000513
0,0.24812296,0.19212435,0.049160376,0.20411775,0.055982735,0.27317247,0.04638134,0.19683054,0.03616224
0,0.012942092,0.010784582,0.002966024,0.019471275,0.006754509,0.030098163,0.007725088,0.034163475,0.009091374
0,0.02270174,0.0238943,0.009630922,0.020832313,0.010063107,0.0297701,0.009661567,0.05882052,0.01777035
1,0.7814474,0.7554027,0.06511652,0.8580237,0.059825372,0.74642056,0.060350087,0.7231904,0.055334628
1,0.03254287,0.035783783,0.015334733,0.036334578,0.020594992,0.042886227,0.016176425,0.095441066,0.031177782
1,0.99120104,0.99136436,0.004122262,0.9887138,0.006530276,0.990186,0.004302012,0.98187196,0.008915542
1,0.9998812,0.99986154,8.70E-05,0.999868,9.24E-05,0.9994773,0.00027563,0.99848706,0.000870888
1,0.81465167,0.86229837,0.042368736,0.8718767,0.05306721,0.7171834,0.05703458,0.6094191,0.06421634
1,0.5508266,0.56550026,0.09609202,0.85910594,0.05337535,0.7810627,0.05289102,0.79494077,0.044442777
1,0.80740684,0.85378915,0.058698956,0.9018229,0.04555435,0.73451024,0.07229834,0.6124585,0.07762301
0,0.488485,0.41487426,0.10332226,0.374524,0.121822424,0.25052062,0.07149503,0.11110502,0.03334739
1,0.916856,0.94506925,0.025622474,0.9788194,0.010175576,0.9359423,0.020048015,0.904256,0.02830764
0,0.004446551,0.00485111,0.00232265,0.003626487,0.001980163,0.010513587,0.004555137,0.01122985,0.004448478
1,0.9998884,0.99989897,5.41E-05,0.9997724,0.000135304,0.9983823,0.000771139,0.99364454,0.002950949
1,0.98541576,0.98874724,0.004934905,0.99456257,0.00322108,0.99084157,0.003723489,0.99363136,0.003204986
0,0.001862764,0.001680247,0.000786655,0.001529527,0.000694238,0.007478943,0.002377134,0.021006897,0.005873794
0,0.007206678,0.006222012,0.003280462,0.003496937,0.002173374,0.008482942,0.003755712,0.00751039,0.002700821
0,0.09342374,0.09867165,0.036783393,0.11630039,0.04413421,0.13340119,0.033389606,0.18727055,0.03950962
1,0.7548972,0.7621633,0.06734394,0.51838905,0.100246035,0.40001914,0.064303875,0.4879308,0.058543913
1,0.99716175,0.9970903,0.001353998,0.998741,0.000767861,0.9935696,0.002793526,0.98905224,0.005013619
0,0.018925318,0.018127175,0.007687845,0.008542936,0.004489796,0.02546255,0.009703996,0.02024896,0.00808489
1,0.78459144,0.8026901,0.067095675,0.73286265,0.09668372,0.890251,0.0401356,0.91157347,0.030748138
1,0.9839378,0.9856252,0.006103505,0.9948702,0.003031504,0.98766136,0.005293996,0.9928358,0.003363871
1,0.88461596,0.8851765,0.048537146,0.75323856,0.0909182,0.70915544,0.058444362,0.64021355,0.0657287
0,0.32003084,0.30001754,0.0614424,0.3191647,0.06701234,0.31804243,0.05521809,0.37296322,0.045333903
1,0.9986778,0.99861753,0.000694691,0.9996426,0.000240533,0.99809337,0.001007483,0.9981956,0.001055832
1,0.73106277,0.7422828,0.07343409,0.4343987,0.10930631,0.34189212,0.07426328,0.20620109,0.045750953
1,0.7201428,0.79243934,0.06610516,0.8295137,0.069386356,0.80322546,0.05465237,0.8499971,0.042843934
1,0.7426722,0.7091061,0.0972196,0.6988888,0.11641358,0.60248387,0.10626233,0.5935377,0.11753621
0,0.020960473,0.019118339,0.00756395,0.015794728,0.0072172,0.04957059,0.013293867,0.09710999,0.028359428
1,0.9999519,0.99995685,2.61E-05,0.9999539,3.04E-05,0.9995631,0.000263869,0.9988527,0.000797101
0,0.09357211,0.10622238,0.048618034,0.07196216,0.036204234,0.10515206,0.037031304,0.0757758,0.029446825
0,0.6815185,0.71637017,0.06707759,0.72338736,0.07412307,0.6158371,0.060445175,0.5575178,0.057523508
0,0.01875925,0.01301047,0.004736692,0.017335588,0.006388767,0.068133496,0.018065268,0.16532488,0.03047355
1,0.990435,0.9891694,0.00435819,0.98638785,0.005809756,0.94105345,0.01907907,0.914432,0.025612598
0,0.004992684,0.008068879,0.003161841,0.007717226,0.003325936,0.025037972,0.007689483,0.034550726,0.009328934
0,0.015356541,0.015580424,0.007477521,0.007422406,0.004336347,0.020441754,0.007580995,0.0196746,0.007526954
1,0.9090137,0.90086395,0.03205387,0.9267811,0.028698398,0.8861738,0.027917359,0.7809529,0.047773115
1,0.5443572,0.5233027,0.08874207,0.796596,0.07398327,0.65883505,0.06938961,0.71259254,0.06006866
0,7.62E-05,8.84E-05,5.03E-05,8.76E-05,6.97E-05,0.001065505,0.000524411,0.002229542,0.00096863
0,0.089780375,0.078203745,0.025305536,0.042511776,0.018839296,0.036951218,0.011599395,0.02214887,0.006543129
1,0.9995431,0.99933505,0.00027829,0.9993191,0.000318287,0.9949574,0.001854105,0.96399313,0.010018652
0,0.37941024,0.3568796,0.077365465,0.42555702,0.10353477,0.38160226,0.07008176,0.38185677,0.06907061
1,0.64373684,0.5488518,0.093243256,0.7548858,0.06687211,0.87288463,0.037040073,0.71877855,0.047030102
1,0.3780305,0.3165919,0.09903529,0.67536217,0.10865066,0.6415473,0.079527296,0.60661757,0.086742036
0,9.17E-05,6.57E-05,4.05E-05,9.13E-05,7.49E-05,0.000261109,0.000166124,0.000337478,0.000192753
0,0.003719582,0.002896668,0.000987963,0.011294984,0.004507368,0.021246064,0.005938691,0.054375503,0.013474842
1,0.99210644,0.9899877,0.004259915,0.9848545,0.007519617,0.9138028,0.025199093,0.8158729,0.044869326
1,0.99815124,0.9972334,0.001534845,0.9996516,0.000244897,0.9965309,0.001951101,0.9973646,0.001528276
0,0.022176705,0.021234091,0.00784947,0.076763235,0.03185511,0.15088722,0.035324335,0.13862236,0.03123462
0,0.015470453,0.014964902,0.007175243,0.007654724,0.00458493,0.05004403,0.018271036,0.05106216,0.018090867
1,0.95202565,0.95135194,0.015907971,0.961153,0.015123977,0.87885475,0.03039757,0.7503786,0.04887339
0,0.009338777,0.010157875,0.005620038,0.002351657,0.002190538,0.007442202,0.004337699,0.001621153,0.000739147
1,0.35590178,0.37242222,0.095037065,0.36853927,0.10100223,0.3830129,0.077659115,0.17470168,0.036194544
1,0.7994222,0.7529752,0.077865504,0.8531088,0.05707323,0.7337274,0.06288116,0.73576194,0.062697135
1,0.8079336,0.8374861,0.047512643,0.69048536,0.074163966,0.5482357,0.05754456,0.51515406,0.059683733
0,0.03890902,0.060344867,0.020444244,0.06277079,0.025247913,0.13092776,0.031156879,0.11676106,0.026470114
1,0.9988682,0.99874765,0.000668609,0.99958575,0.000299928,0.998479,0.00083658,0.9986244,0.000721661
1,0.6015116,0.6954569,0.08766531,0.83089286,0.07260238,0.7513641,0.06735378,0.6129397,0.07493665
0,0.945922,0.9309546,0.022586979,0.8639854,0.045874707,0.7577153,0.05054466,0.65422386,0.05324409
0,0.27846456,0.26984844,0.053865425,0.18920371,0.052262142,0.28235805,0.046568014,0.27450588,0.04404507
0,0.003882698,0.002831726,0.001105569,0.007096955,0.002710441,0.022859897,0.006730772,0.024653118,0.007016755
0,0.003638758,0.004274575,0.00202784,0.003191862,0.00170285,0.012150751,0.004738401,0.031563487,0.01054802
1,0.9762853,0.9688334,0.013031812,0.9842158,0.00855074,0.98224896,0.007092068,0.9779466,0.009916618
1,0.9603407,0.93779254,0.019549325,0.9343112,0.023939326,0.8574045,0.031862546,0.6532442,0.051334888
1,0.78219515,0.7729656,0.07069987,0.94104785,0.023697756,0.8270583,0.044185057,0.76862293,0.047282536
1,0.9614249,0.9517916,0.01727248,0.92357206,0.026444457,0.77155626,0.053055625,0.5654631,0.053647257
0,0.33874747,0.3774977,0.07151825,0.16912839,0.04936558,0.2422054,0.0480548,0.22723828,0.036956165
0,0.02193392,0.027413629,0.009870306,0.0578869,0.021781923,0.054409854,0.01643013,0.064949766,0.014531174
0,0.000334382,0.000289913,0.000138255,0.000173776,0.000110164,0.00080782,0.000394421,0.001803568,0.000782676
1,0.9972124,0.99716216,0.001703771,0.9995739,0.000297562,0.99640775,0.001678116,0.99577105,0.002551032
1,0.8962094,0.86738676,0.037595604,0.95265806,0.017728189,0.84230727,0.037796408,0.7923529,0.03915644
1,0.7274179,0.7092348,0.077873744,0.7475993,0.085234314,0.73263174,0.063551344,0.6090836,0.07587493
0,0.000587851,0.000573255,0.000383116,0.001680194,0.00107241,0.006795184,0.003240855,0.004736715,0.00190971
0,0.003316537,0.004344772,0.001940265,0.002831944,0.001680038,0.008437836,0.003320442,0.011901982,0.004646262
0,0.011338216,0.009523042,0.003640305,0.030554844,0.014678736,0.06461603,0.02083283,0.10277926,0.027263762
1,0.9891975,0.98319143,0.007565795,0.97240263,0.011960917,0.89868003,0.026771687,0.7940544,0.04022577
1,0.9146457,0.86831135,0.04426512,0.7509315,0.07821205,0.7260232,0.06226982,0.657946,0.058100667
0,0.122638285,0.119774185,0.04353938,0.18791176,0.07012673,0.08986616,0.023661703,0.07620606,0.021674631
0,0.01102304,0.010326993,0.005145605,0.007062087,0.003842687,0.018207503,0.006230097,0.01471385,0.005672275
1,0.9978364,0.9961539,0.002038791,0.99726856,0.001455617,0.9838192,0.006494378,0.9373228,0.020484589
0,0.21055202,0.14674437,0.056355327,0.09236093,0.040790692,0.13394529,0.04178539,0.10933127,0.03190603
0,0.018852672,0.02281852,0.011221241,0.023347389,0.010154906,0.044063978,0.01408069,0.049290624,0.01422778
0,0.07313711,0.064947695,0.01940263,0.05382967,0.022120252,0.111149356,0.029824864,0.11021314,0.02756467
1,0.26887453,0.28906375,0.076591425,0.2851253,0.0787832,0.33899125,0.06373444,0.34166595,0.051245593
1,0.881379,0.8628757,0.038998906,0.86500466,0.043002825,0.61964506,0.05449848,0.542595,0.06278566
1,0.96446043,0.9595223,0.015622652,0.95815194,0.02122959,0.93417645,0.021874445,0.9086521,0.02753286
1,0.58117247,0.45324233,0.09407122,0.33539385,0.09293951,0.35269433,0.07006744,0.28337085,0.054132365
1,0.96676624,0.95756114,0.017972952,0.9701884,0.014017775,0.94113606,0.017540717,0.91652733,0.02897434
1,0.9973476,0.99419695,0.002472726,0.9922462,0.003919054,0.96839213,0.010171178,0.90736306,0.024574425
0,0.003265246,0.002856361,0.001212326,0.001258079,0.000586854,0.006183424,0.002165551,0.006663758,0.002368458
0,0.003451095,0.003902971,0.001795981,0.004619402,0.002311578,0.004205866,0.001543242,0.007992485,0.003061624
0,0.001141369,0.000881674,0.000469386,0.004759396,0.002489278,0.005393522,0.002334009,0.00692187,0.003242233
0,0.5684813,0.70395213,0.075411275,0.58058107,0.09356149,0.49120468,0.077628136,0.28988904,0.054475885
1,0.9463973,0.940495,0.02657526,0.94955575,0.025173392,0.87463295,0.04542114,0.8006805,0.061951365
1,0.94852734,0.9479796,0.01971509,0.9292126,0.03511516,0.90164095,0.035989832,0.89804655,0.035876535
1,0.32652032,0.33162975,0.08112573,0.36023957,0.08155247,0.38399303,0.060230184,0.22685389,0.04027231
1,0.18894877,0.15155536,0.055540714,0.50543934,0.11022277,0.52462405,0.076855496,0.62494975,0.07287829
1,0.7058554,0.70401007,0.073810995,0.81903946,0.06180995,0.7885153,0.04589007,0.8580145,0.035938896
1,0.81558305,0.7085833,0.06631992,0.84611666,0.046684746,0.73706084,0.049199313,0.62554985,0.05241963
1,0.99163836,0.99162924,0.003595158,0.9941766,0.00295041,0.98349375,0.006766478,0.9774531,0.00986531
0,0.43369308,0.33007818,0.08266401,0.20025946,0.07125068,0.2624,0.059439123,0.20034696,0.048609708
0,0.001064479,0.000660678,0.000402356,0.004833649,0.002953153,0.020122016,0.007847372,0.07694845,0.029540047
0,0.028603554,0.024111088,0.00816129,0.050189354,0.021448445,0.09869021,0.02389351,0.11197553,0.025845075
0,0.39298442,0.28518066,0.06528795,0.4272412,0.07627993,0.37003127,0.051361825,0.37523857,0.045281123
0,0.010390992,0.008496601,0.003840538,0.010845964,0.004733187,0.019801317,0.006750301,0.05566478,0.01689479
1,0.9530028,0.96990603,0.012224954,0.98901135,0.006237409,0.9761623,0.009345418,0.9765443,0.010752339
1,0.5774897,0.5421461,0.09938327,0.25869837,0.08620449,0.29947796,0.07176511,0.23098093,0.056786627
1,0.59172195,0.5029934,0.10583255,0.4214591,0.10339766,0.39423802,0.079655915,0.39231697,0.072993524
0,0.002783793,0.003139693,0.001529527,0.001719943,0.000864431,0.007824853,0.003248884,0.006885523,0.002645494
1,0.9726061,0.96336883,0.014311682,0.9144637,0.03503382,0.80454963,0.045075327,0.82297355,0.041163996
0,0.003248318,0.004602404,0.00203513,0.03384127,0.014030351,0.04240185,0.013034101,0.15847121,0.03875987
1,0.9964591,0.99354094,0.002605629,0.9842099,0.008706797,0.91190296,0.0303339,0.847524,0.04304251
0,0.04527357,0.056358382,0.021022886,0.03273175,0.015871586,0.06383463,0.023831006,0.07846284,0.024314677
1,0.98520213,0.98312867,0.007557523,0.9776116,0.009945042,0.921609,0.023691433,0.8815157,0.033118594
1,0.98131025,0.96903485,0.01604982,0.9960592,0.002699438,0.99127156,0.004893372,0.99562865,0.002820561
0,0.6654215,0.60879606,0.08901205,0.75143135,0.090290904,0.68530476,0.07308823,0.6138229,0.07280866
1,0.93740916,0.9329309,0.02569832,0.94309366,0.02581835,0.8345724,0.044541653,0.7139431,0.05439144
1,0.9793405,0.9776227,0.008341554,0.97579384,0.010176321,0.9422592,0.018830521,0.9414818,0.019279009
0,0.74650675,0.6822,0.09086334,0.6348762,0.09351415,0.48015076,0.07428647,0.30125982,0.055208135
0,0.001637697,0.001777529,0.000839466,0.010104851,0.004154752,0.031865694,0.00950607,0.037130192,0.010742187
0,0.36840102,0.35209966,0.09807176,0.48829624,0.10306003,0.4214045,0.072333194,0.3909267,0.0681005
0,0.014699196,0.019045323,0.008607504,0.012691543,0.005978725,0.039495952,0.012545611,0.036071613,0.011106158
1,0.9631661,0.9663085,0.015914837,0.9857729,0.00776257,0.9327849,0.026079703,0.9565785,0.016702466
0,0.65916324,0.6444814,0.086944446,0.56575304,0.1071219,0.5970807,0.07596009,0.5552784,0.07524928
0,0.856579,0.86502117,0.038314756,0.8299294,0.04397117,0.73146576,0.047571473,0.62862355,0.04897013
0,0.015767574,0.011630348,0.004941299,0.028775161,0.011532181,0.06676707,0.018017108,0.08024395,0.018690333
1,0.9589717,0.95528525,0.01641693,0.9094594,0.037797797,0.78321964,0.051372074,0.66950536,0.05690102
0,0.005741154,0.007310618,0.003185071,0.012375158,0.005745544,0.02411694,0.008845937,0.070542745,0.019717507
1,0.96184033,0.9347458,0.025109896,0.9399893,0.03401098,0.8320218,0.0472668,0.82093894,0.047561448
1,0.10697946,0.07992414,0.030709788,0.18038222,0.0671763,0.26832125,0.07177697,0.25550374,0.061193373
1,0.043593626,0.036151484,0.016774014,0.050856054,0.021473913,0.10786852,0.028693035,0.06733722,0.0196705
1,0.9239336,0.9283263,0.023920162,0.87815213,0.043802064,0.8504964,0.03411053,0.73452616,0.0453515
1,0.8968058,0.9030906,0.03157045,0.92801994,0.031443857,0.9039504,0.030219147,0.8714626,0.03881605
1,0.33877566,0.31494746,0.0774447,0.22331637,0.071765795,0.29449734,0.062328454,0.31867334,0.059892856
0,0.919878,0.9354788,0.027350144,0.8197068,0.06719387,0.7240769,0.06650778,0.5666897,0.073440515
1,0.96832347,0.9515673,0.018202737,0.9775893,0.009206419,0.9090877,0.027357114,0.8245487,0.033308316
0,0.01700969,0.01649233,0.009246514,0.005381915,0.003587194,0.024632687,0.011105601,0.0198609,0.008501959
0,0.007257802,0.004796131,0.002095966,0.012371191,0.005724961,0.053797964,0.014242177,0.10993648,0.023276133
0,0.8815919,0.8799603,0.029281976,0.7707874,0.056035552,0.6999521,0.04511846,0.5128165,0.047336936
0,0.025548343,0.024807692,0.012954841,0.01094804,0.006594045,0.020333853,0.008906432,0.014970311,0.006966661
1,0.91369355,0.8465571,0.055593003,0.91879314,0.03660985,0.85050774,0.038359016,0.7502145,0.047620308
0,0.23650846,0.14528066,0.060108628,0.1340445,0.061481204,0.24571002,0.06577869,0.21521144,0.051916335
1,0.9761014,0.975129,0.010149775,0.91009605,0.028926158,0.8364124,0.038523473,0.6793067,0.048424393
1,0.8696623,0.83554375,0.05395443,0.736166,0.085510835,0.5824741,0.068132125,0.47681418,0.064692765
0,0.005987278,0.007506365,0.003195012,0.025037438,0.010529184,0.09083304,0.025351502,0.1519692,0.03441563
0,2.50E-05,1.82E-05,1.13E-05,2.30E-05,1.70E-05,0.000485504,0.000267893,0.006177349,0.002873273
0,0.9128837,0.8966823,0.030090299,0.8988407,0.03646455,0.65372753,0.06031582,0.5971817,0.049933884
0,0.89834887,0.92501813,0.030876232,0.8990152,0.04518527,0.9213515,0.028010746,0.91095316,0.031852532
1,0.99962384,0.999664,0.000172896,0.9996714,0.00020644,0.9980316,0.000886024,0.9978907,0.001047997
1,0.003017247,0.002713293,0.001240795,0.002273903,0.001013084,0.009362464,0.003092067,0.01440519,0.004393544
1,0.93435955,0.9236806,0.030623922,0.97198975,0.012272659,0.9385183,0.020382006,0.9500174,0.01696316
0,0.14558418,0.1230387,0.036006927,0.09889011,0.03966795,0.13651444,0.03529589,0.14589736,0.035660286
0,0.009423235,0.010785124,0.004192125,0.018442474,0.009946089,0.08538695,0.02631645,0.13077149,0.034443434
1,0.94897807,0.95252246,0.014243446,0.95773184,0.014131468,0.87242115,0.028826294,0.72671205,0.03944628
1,0.8349037,0.7579475,0.07030845,0.8711141,0.044039376,0.76405823,0.047173653,0.6905616,0.05266681
1,0.07706054,0.06427428,0.02328042,0.06067292,0.02619151,0.13012998,0.032608032,0.12347936,0.027609097
0,0.031235142,0.01997593,0.006886647,0.022367245,0.009371896,0.05812366,0.015859405,0.067878604,0.017806152
